"Codigo","Descricao","Pasta","Familia","Subfamilia","Segmento","TemProjeto","TemBloco","TemRender"
"S206459","COIFA DE ENCOSTO S FILTRO S ILUMINAÇÃO 304 2000X600X450","D:\2022\EXAUSTÃO\COIFAS\ENCOSTO\S206459 - COIFA DE ENCOSTO S FILTRO S ILUMINAÇÃO 304 2000X600X450","EXAUSTÃO","COIFAS","ENCOSTO","True","True","True"
"S206463","SHOUT PARA TALHERES DE SOBREPOR 304 - 480X400X400 MM","D:\2022\MOBILIARIO\SHOUT PARA TALHERES\S206463 - SHOUT PARA TALHERES DE SOBREPOR 304 - 480X400X400 MM","MOBILIARIO","SHOUT PARA TALHERES","S206463 - SHOUT PARA TALHERES DE SOBREPOR 304 - 480X400X400 MM","True","True","True"
"S206474","BANCADA ENC LP PRAT LISA 430 COM PRAT SOBRE MONT TUB 1 PLANO C SUP ROLO ETIQUETA 1600X700X1450","D:\2022\MOBILIARIO\MESAS\ESPECIAIS\S206474 - BANCADA ENC LP PRAT LISA 430 COM PRAT SOBRE MONT TUB 1 PLANO C SUP ROLO ETIQUETA 1600X700X1450","MOBILIARIO","MESAS","ESPECIAIS","True","True","True"
"S206475","TAMPO PARA REFRIGERADOR CENTRO 1600X700","D:\2022\REFRIGERAÇÃO\TAMPO\S206475 - TAMPO PARA REFRIGERADOR CENTRO 1600X700","REFRIGERAÇÃO","TAMPO","S206475 - TAMPO PARA REFRIGERADOR CENTRO 1600X700","True","True","True"
"S206490","GHICHE PARA DEVOLUÇÃO 2 BOX - INOX 304 760 x 350 x 630mm","D:\2022\MOBILIARIO\GUICHE\COM PRATELEIRA\S206490 - GHICHE PARA DEVOLUÇÃO 2 BOX - INOX 304 760 x 350 x 630mm","MOBILIARIO","GUICHE","COM PRATELEIRA","True","False","False"
"S206491","GHICHE PARA DEVOLUÇÃO 4 BOX - INOX 304 450 x 350 x 1150mm","D:\2022\MOBILIARIO\GUICHE\COM PRATELEIRA\S206491 - GHICHE PARA DEVOLUÇÃO 4 BOX - INOX 304 450 x 350 x 1150mm","MOBILIARIO","GUICHE","COM PRATELEIRA","True","False","False"
"S206496","ARMARIO VERTICAL ABERTO INOX 304 880x350x1500- C 2 PRAT INTERM COM PUXADOR E RODIZIOS","D:\2022\MOBILIARIO\ARMARIOS\S206496 - ARMARIO VERTICAL ABERTO INOX 304 880x350x1500- C 2 PRAT INTERM COM PUXADOR E RODIZIOS","MOBILIARIO","ARMARIOS","S206496 - ARMARIO VERTICAL ABERTO INOX 304 880x350x1500- C 2 PRAT INTERM COM PUXADOR E RODIZIOS","True","False","False"
"S206497","REFRIG. HORIZ. 3P CAB. DIR. INOX 430_AL - 1880X700X900MM CTAMPO DE ENC. E PISTA P2GN 11","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\ESPECIAL\S206497 - REFRIG. HORIZ. 3P CAB. DIR. INOX 430_AL - 1880X700X900MM CTAMPO DE ENC. E PISTA P2GN 11","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","True","False","False"
"S206498","REFRIG. HORIZ. 2 P CAB. DIR. INOXAL 430 - 1500X700X900MM C TAMPO DE CENTRO E PISTA P4GN 11","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\ESPECIAL\S206498 - REFRIG. HORIZ. 2 P CAB. DIR. INOXAL 430 - 1500X700X900MM C TAMPO DE CENTRO E PISTA P4GN 11","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","True","False","False"
"S206499","GABINETE NEUTRO COM PORTAS DE CORRER -INOX-304 - 900X700X900 MM C TAMPO ENC","D:\2022\MOBILIARIO\GABINETES\COM PORTAS DE CORRER\S206499 - GABINETE NEUTRO COM PORTAS DE CORRER -INOX-304 - 900X700X900 MM C TAMPO ENC","MOBILIARIO","GABINETES","COM PORTAS DE CORRER","True","True","True"
"S206500","ESTANTE 4 PLANOS LISOS 304 1600X500X1750","D:\2022\MOBILIARIO\ESTANTES\PLANOS LISOS\S206500 - ESTANTE 4 PLANOS LISOS 304 1600X500X1750","MOBILIARIO","ESTANTES","PLANOS LISOS","True","True","True"
"S206501","BANCADADE ENTRADA E SAIDA MAQ. LAVAR 600X780X850","D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S206501 - BANCADADE ENTRADA E SAIDA MAQ. LAVAR 600X780X850","MOBILIARIO","MESAS","MESA ENT. SAIDA MAQ. LAVAR","True","True","True"
"S206503","T DE CONEXÃO 90° HORIZONTAL 930x732x443mm","D:\2022\EXAUSTÃO\DUTOS\S206503 - T DE CONEXÃO 90° HORIZONTAL 930x732x443mm","EXAUSTÃO","DUTOS","S206503 - T DE CONEXÃO 90° HORIZONTAL 930x732x443mm","True","True","True"
"S206504","DUTO COM ÂNGULO 120° DE 1085mm","D:\2022\EXAUSTÃO\DUTOS\S206504 - DUTO COM ÂNGULO 120° DE 1085mm","EXAUSTÃO","DUTOS","S206504 - DUTO COM ÂNGULO 120° DE 1085mm","True","True","True"
"S206510","CABEÇOTE P 5 GNS REFRI SOBREPOR HORIZ 965X380X240","D:\2022\DISTRIBUIÇÃO\CABEÇOTES\REFRIGERADO\S206510 - CABEÇOTE P 5 GNS REFRI SOBREPOR HORIZ 965X380X240","DISTRIBUIÇÃO","CABEÇOTES","REFRIGERADO","True","True","True"
"S206516","TRANSFORMADOR DE - 590X380MM P 550 MM","D:\2022\EXAUSTÃO\DUTOS\S206516 - TRANSFORMADOR DE - 590X380MM P 550 MM","EXAUSTÃO","DUTOS","S206516 - TRANSFORMADOR DE - 590X380MM P 550 MM","True","True","True"
"S206518","GABINETE NEUTRO C PORTAS 304 - 1100X700X750MM TAMPO DE ENC. C2GAV, FECHADURA E SEM PÉS","D:\2022\MOBILIARIO\GABINETES\COM PORTA E GAVETAS\S206518 - GABINETE NEUTRO C PORTAS 304 - 1100X700X750MM TAMPO DE ENC. C2GAV, FECHADURA E SEM PÉS","MOBILIARIO","GABINETES","COM PORTA E GAVETAS","True","True","True"
"S206519","MODULO BAR BASE REFRIGERADA 3G CD INOX 304AL- 2000X700X550MM C FECHADURA E SEM PÉS","D:\2022\BAR\MÓDULO BAR\S206519 - MODULO BAR BASE REFRIGERADA 3G CD INOX 304AL- 2000X700X550MM C FECHADURA E SEM PÉS","BAR","MÓDULO BAR","S206519 - MODULO BAR BASE REFRIGERADA 3G CD INOX 304AL- 2000X700X550MM C FECHADURA E SEM PÉS","True","True","True"
"S206520","MODULO CUBA GELO INOX 304 - 388X458X152 MM INJETADO","D:\2022\BAR\MODULO CUBA GELO\S206520 - MODULO CUBA GELO INOX 304 - 388X458X152 MM INJETADO","BAR","MODULO CUBA GELO","S206520 - MODULO CUBA GELO INOX 304 - 388X458X152 MM INJETADO","True","True","True"
"S206521","MODULO CUBA DE GELO C TAMPA INOX 304 - 400X700X750mm","D:\2022\BAR\MODULO CUBA GELO\S206521 - MODULO CUBA DE GELO C TAMPA INOX 304 - 400X700X750mm","BAR","MODULO CUBA GELO","S206521 - MODULO CUBA DE GELO C TAMPA INOX 304 - 400X700X750mm","True","True","True"
"S206522","GABINETE NEUTRO COM PORTAS-INOX-304 - 2100X700X750MM TAMPO DE ENC. C FECHADURA SEM PÉS","D:\2022\MOBILIARIO\GABINETES\COM PORTAS DE CORRER\S206522 - GABINETE NEUTRO COM PORTAS-INOX-304 - 2100X700X750MM TAMPO DE ENC. C FECHADURA SEM PÉS","MOBILIARIO","GABINETES","COM PORTAS DE CORRER","True","True","True"
"S206523","FREEZER HORIZ. 2 P CAB. REMOTA INOXAL 430 - 1150X700X750 MM C FECHADURA C TAMPO DE ENC. SEM PÉS","D:\2022\REFRIGERAÇÃO\FREEZER\HORIZONTAL\PORTA\S206523 - FREEZER HORIZ. 2 P CAB. REMOTA INOXAL 430 - 1150X700X750 MM C FECHADURA C TAMPO DE ENC. SEM PÉS","REFRIGERAÇÃO","FREEZER","HORIZONTAL","True","True","True"
"S206528","REFRIGERADOR BASE COCÇÃO 6 GAV. CAB. DIR. INOXIDÁVEL_AL - 1880X700X660MM C ROD","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\BAIXO\S206528 -REFRIGERADOR BASE COCÇÃO 6 GAV. CAB. DIR. INOXIDÁVEL_AL - 1880X700X660MM C ROD","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","True","False","False"
"S206529","REVESTIMENTO DE PAREDE PRE PINTADO PRETO - 4400X1200MM","D:\2022\AUXILIARES\S206529 - REVESTIMENTO DE PAREDE PRE PINTADO PRETO - 4400X1200MM","AUXILIARES","S206529 - REVESTIMENTO DE PAREDE PRE PINTADO PRETO - 4400X1200MM","","False","False","False"
"S206532","VITRINE AQUECIDA DE SOBREPOR PRETA 1000X670X330 MM","D:\2022\DISTRIBUIÇÃO\VITRINES\BAIXA\AQUECIDA\S206532 - VITRINE AQUECIDA DE SOBREPOR PRETA 1000X670X330 MM","DISTRIBUIÇÃO","VITRINES","BAIXA","True","False","False"
"S206533","VITRINE REFRIGERADA DE SOBREPOR PRETA 1000X670X330MM","D:\2022\DISTRIBUIÇÃO\VITRINES\BAIXA\REFRIGERADA\S206533 - VITRINE REFRIGERADA DE SOBREPOR PRETA 1000X670X330MM","DISTRIBUIÇÃO","VITRINES","BAIXA","True","False","False"
"S206535","BANCADA DE ENCOSTO L PRO CONTRAV-INOX-304- 700X640X1695 MM C PRAT. SUP. TRAY REST","D:\2022\MOBILIARIO\MESAS\ESPECIAIS\S206535-BANCADA DE ENCOSTO L PRO CONTRAV-INOX-304- 700X640X1695 MM C PRAT. SUP. TRAY REST","MOBILIARIO","MESAS","ESPECIAIS","True","False","False"
"S206537","MODULO FECHADO SEM TAMPO -INOX-304 - 468X700X900MM","D:\2022\MOBILIARIO\GABINETES\COM PORTA\S206537 - MODULO FECHADO SEM TAMPO -INOX-304 - 468X700X900MM","MOBILIARIO","GABINETES","COM PORTA","True","True","True"
"S206538","MODULO FECHADO SEM TAMPO -INOX-304 - 500X700X900MM","D:\2022\MOBILIARIO\GABINETES\COM PORTA\S206538 - MODULO FECHADO SEM TAMPO -INOX-304 - 500X700X900MM","MOBILIARIO","GABINETES","COM PORTA","True","True","True"
"S206539","PRAT SOBRE MONT 2 PLANOS 1° P P 8 GNS 1-3X100 E 2° C 2 SUP P BISNAGA 1600X400X600","D:\2022\LINHA DELIVERY\ESPECIAL\S206539 - PRAT SOBRE MONT 2 PLANOS 1° P P 8 GNS 1-3X100 E 2° C 2 SUP P BISNAGA 1600X400X600","LINHA DELIVERY","ESPECIAL","S206539 - PRAT SOBRE MONT 2 PLANOS 1° P P 8 GNS 1-3X100 E 2° C 2 SUP P BISNAGA 1600X400X600","True","True","True"
"S206542","CJ DE SISTEMA DE EXAUSTAO 4400X1400X450 - COM SAÍDA DE EXAUSTÃO LATERAL","D:\2022\EXAUSTÃO\COIFAS\CENTRO\S206542 - CJ DE SISTEMA DE EXAUSTAO 4400X1400X450 - COM SAÍDA DE EXAUSTÃO LATERAL","EXAUSTÃO","COIFAS","CENTRO","True","True","True"
"S206549","ESTANTE 4 PLANOS PERFURADOS LP INOX 304 - 800X500X1750MM","D:\2022\MOBILIARIO\ESTANTES\PLANOS PERFURADOS\S206549 - ESTANTE 4 PLANOS PERFURADOS LP INOX 304 - 800X500X1750MM","MOBILIARIO","ESTANTES","PLANOS PERFURADOS","True","False","False"
"S206552","ARMARIO VERTICAL FECHADO INOX 304 1000X500X1500 C 3 PRAT. INTERM","D:\2022\MOBILIARIO\ARMARIOS\S206552 - ARMARIO VERTICAL FECHADO INOX 304 1000X500X1500 C 3 PRAT. INTERM","MOBILIARIO","ARMARIOS","S206552 - ARMARIO VERTICAL FECHADO INOX 304 1000X500X1500 C 3 PRAT. INTERM","True","False","False"
"S206556","MODULO EXPO AQUEC 2GN SGNS PROTETOR SALIVAR INCLINADO E REGUAS SOLDADAS 700X1360X1370","D:\2022\DISTRIBUIÇÃO\MODULO EXPOSITOR\AQUECIDO\S206556 - MODULO EXPO AQUEC 2GN SGNS PROTETOR SALIVAR INCLINADO E REGUAS SOLDADAS 700X1360X1370","DISTRIBUIÇÃO","MODULO EXPOSITOR","AQUECIDO","True","True","True"
"S206557","MODULO EXPO AQUEC 4GN SGNS PROTETOR SALIVAR INCLINADO E REGUAS SOLDADAS 1565X1360X1370","D:\2022\DISTRIBUIÇÃO\MODULO EXPOSITOR\AQUECIDO\S206557 - MODULO EXPO AQUEC 4GN SGNS PROTETOR SALIVAR INCLINADO E REGUAS SOLDADAS 1565X1360X1370","DISTRIBUIÇÃO","MODULO EXPOSITOR","AQUECIDO","True","True","True"
"S206558","MODULO EXPOSITOR REFRIG. 304 3 GN PROTETOR SALIVAR INCLINADO REGIAS SOLDADAS 1200X1360X1370","D:\2022\DISTRIBUIÇÃO\MODULO EXPOSITOR\REFRIGERADO\S206558 - MODULO EXPOSITOR REFRIG. 304 3 GN PROTETOR SALIVAR INCLINADO REGIAS SOLDADAS 1200X1360X1370","DISTRIBUIÇÃO","MODULO EXPOSITOR","REFRIGERADO","True","True","True"
"S206559","MODULO EXPOSITOR NEUTRO 304  TAMPO LISO PROTEOR SALIVAR INCLINADO REGUAS SOLDADAS  1200X1360X850","D:\2022\DISTRIBUIÇÃO\MODULO EXPOSITOR\NEUTRO\S206559 - MODULO EXPOSITOR NEUTRO 304  TAMPO LISO PROTEOR SALIVAR INCLINADO REGUAS SOLDADAS  1200X1360X850","DISTRIBUIÇÃO","MODULO EXPOSITOR","NEUTRO","True","True","True"
"S206565","BANCADA PARA PEIXE 304 COM FECHO RAPIDO E TAMPO RETO 1800X100X840","D:\2022\MOBILIARIO\MESAS\BANCADA PARA PEIXES\S206565 - BANCADA PARA PEIXE 304 COM FECHO RAPIDO E TAMPO RETO 1800X100X840","MOBILIARIO","MESAS","BANCADA PARA PEIXES","True","True","True"
"S206572","BANCADADE ENTRADA E SAIDA MAQ. LAVAR 1400X780X850","D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S206572 - BANCADADE ENTRADA E SAIDA MAQ. LAVAR 1400X780X850","MOBILIARIO","MESAS","MESA ENT. SAIDA MAQ. LAVAR","True","True","True"
"S206573","T DE CONEXAOHORIZONTAL E VERTICAL 790X730X556","D:\2022\EXAUSTÃO\DUTOS\S206573 - T DE CONEXAOHORIZONTAL E VERTICAL 790X730X556","EXAUSTÃO","DUTOS","S206573 - T DE CONEXAOHORIZONTAL E VERTICAL 790X730X556","True","True","True"
"S206578","CARRO P CHURRASCO 430 C GAVETA  P GORDURA 450X700X900","D:\2022\AUXILIARES\CARROS\CARRO PLATAFORMA\S206578 - CARRO P CHURRASCO 430 C GAVETA  P GORDURA 450X700X900","AUXILIARES","CARROS","CARRO PLATAFORMA","True","True","True"
"S206579","FREEZER HORIZ. 2 P CAB. DIR. INOXAL 430 - 1380X700X900 MM C ROD","D:\2022\REFRIGERAÇÃO\FREEZER\HORIZONTAL\PORTA\S206579 - FREEZER HORIZ. 2 P CAB. DIR. INOXAL 430 - 1380X700X900 MM C ROD","REFRIGERAÇÃO","FREEZER","HORIZONTAL","True","False","False"
"S206581","BANCADA LP-304 APOIO PARA FORNO FORZA TAMPO CTO. 700X700X700MM","D:\2022\MOBILIARIO\MESAS\ESPECIAIS\S206581-BANCADA LP-304 APOIO PARA FORNO FORZA TAMPO CTO. 700X700X700MM","MOBILIARIO","MESAS","ESPECIAIS","True","False","False"
"S206590","TAMPA INOX 304","D:\2022\ACESSORIOS\S206590 - TAMPA INOX 304","ACESSORIOS","S206590 - TAMPA INOX 304","","True","True","True"
"S206596","DUTO RETANGULAR 590X380X1200","D:\2022\EXAUSTÃO\DUTOS\S206596 - DUTO RETANGULAR 590X380X1200","EXAUSTÃO","DUTOS","S206596 - DUTO RETANGULAR 590X380X1200","True","True","True"
"S206602","BANCADA DE ENCOSTO L PRO 304 ESP TRAS CONTRAV 650X700X500","D:\2022\MOBILIARIO\MESAS\ESPECIAIS\S206602 - BANCADA DE ENCOSTO L PRO 304 ESP TRAS CONTRAV 650X700X500","MOBILIARIO","MESAS","ESPECIAIS","True","True","True"
"S206603","GUICHE PARA DEVOLUÇÃO 2 BOX 1200 x 400 x 650mm","D:\2022\MOBILIARIO\GUICHE\COM PRATELEIRA\S206603 - GUICHE PARA DEVOLUÇÃO 2 BOX 1200 x 400 x 650mm","MOBILIARIO","GUICHE","COM PRATELEIRA","True","False","False"
"S206604","GUICHE PARA DEVOLUÇÃO 3 BOX 1260 x 400 x 770mm","D:\2022\MOBILIARIO\GUICHE\COM PRATELEIRA\S206604 - GUICHE PARA DEVOLUÇÃO 3 BOX 1260 x 400 x 770mm","MOBILIARIO","GUICHE","COM PRATELEIRA","True","False","False"
"S206605","PRATELEIRA INTERMEDIARIA PERFURADA INOX 304 PARA VITRINE  - 600x440mm","D:\2022\ACESSORIOS\PRATELEIRA PERFURADA - VITRINE\S206605 - PRATELEIRA INTERMEDIARIA PERFURADA INOX 304 PARA VITRINE  - 600x440mm","ACESSORIOS","PRATELEIRA PERFURADA - VITRINE","S206605 - PRATELEIRA INTERMEDIARIA PERFURADA INOX 304 PARA VITRINE  - 600x440mm","True","False","False"
"S206607","TAMPO VINC ENC P REF-FRZ HOR C CUBA DIR 40X34X18 1500 ESP LD","D:\2022\REFRIGERAÇÃO\TAMPO\S206607 - TAMPO VINC ENC P REF-FRZ HOR C CUBA DIR 40X34X18 1500 ESP LD","REFRIGERAÇÃO","TAMPO","S206607 - TAMPO VINC ENC P REF-FRZ HOR C CUBA DIR 40X34X18 1500 ESP LD","True","True","True"
"S206608","GABINETE NEUTRO C PORTAS 304 COM TAMPO DE CENTRO C CBE 40X34X18 E 300 1500X700X900","D:\2022\MOBILIARIO\GABINETES\COM PORTA\revisar\S206608 - GABINETE NEUTRO C PORTAS 304 COM TAMPO DE CENTRO C CBE 40X34X18 E 300 1500X700X900","MOBILIARIO","GABINETES","COM PORTA","True","True","True"
"S206612","PRATELEIRA SUP LISA MONTANTE 2 PLANOS C SUP PARA ROLO DE ETIQUETA 1200X400X800","D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S206612 - PRATELEIRA SUP LISA MONTANTE 2 PLANOS C SUP PARA ROLO DE ETIQUETA 1200X400X800","MOBILIARIO","PRATELEIRA SUPERIOR","SOBRE MONTANTES","True","True","True"
"S206615","CESTO PARA COZEDOR DE MASSAS A GAS INOX 304 COM ALÇAS 450x440x230mm","D:\2022\AUXILIARES\S206615 - CESTO PARA COZEDOR DE MASSAS A GAS INOX 304 COM ALÇAS 450x440x230mm","AUXILIARES","S206615 - CESTO PARA COZEDOR DE MASSAS A GAS INOX 304 COM ALÇAS 450x440x230mm","","True","False","False"
"S206616","COIFA DE ENCOSTO S FILTROS S ILUMINAÇÃO -INOX-430 - 1260X1880X450 MM","D:\2022\EXAUSTÃO\COIFAS\CENTRO\S206616 - COIFA DE ENCOSTO S FILTROS S ILUMINAÇÃO -INOX-430 - 1260X1880X450 MM","EXAUSTÃO","COIFAS","CENTRO","True","True","True"
"S206617","MESA AQUECIDA P SAIDA DELIVERY 1500MM C PRAT. SOBRE MONT. 3 PLANOS P GNS E APOIO BISNAGAS - 1500X500X1800MM","D:\2022\DISTRIBUIÇÃO\BANCADA AQUECIDA\S206617 - MESA AQUECIDA P SAIDA DELIVERY 1500MM C PRAT. SOBRE MONT. 3 PLANOS P GNS E APOIO BISNAGAS - 1500X500X1800MM","DISTRIBUIÇÃO","BANCADA AQUECIDA","S206617 - MESA AQUECIDA P SAIDA DELIVERY 1500MM C PRAT. SOBRE MONT. 3 PLANOS P GNS E APOIO BISNAGAS - 1500X500X1800MM","True","True","True"
"S206619","MESA INOX 430 1,90X070X0,85 LISA COM 6 PES PRAT LISA","D:\2022\MOBILIARIO\MESAS\COMERCIAL\CENTRO\S206619 - MESA INOX 430 1,90X070X0,85 LISA COM 6 PES PRAT LISA","MOBILIARIO","MESAS","COMERCIAL","True","True","True"
"S206622","MESA DESMONTAVEL INOX 430 SISTEMA DE ENCAIXE GRADEADA - 1,50X0,70X0,85M","D:\2022\MOBILIARIO\MESAS\ESPECIAIS\DESMONTAVEL\S206622 - MESA DESMONTAVEL INOX 430 SISTEMA DE ENCAIXE GRADEADA - 1,50X0,70X0,85M","MOBILIARIO","MESAS","ESPECIAIS","True","True","True"
"S206623","SUPORTE PARA EMBALAGENS E ETIQUETAS INOX 304 - 1000X290X427MM","D:\2022\AUXILIARES\S206623-SUPORTE PARA EMBALAGENS E ETIQUETAS INOX 304 - 1000X290X427MM","AUXILIARES","S206623-SUPORTE PARA EMBALAGENS E ETIQUETAS INOX 304 - 1000X290X427MM","","True","False","False"
"S206632","GABINETE NEUTRO C 6 GAV. INOX-304 - 2200X700X900MM C NICHO PARA CARRO DETRITOS TAMPO C CUBA 50X40X25 #18","D:\2022\MOBILIARIO\GABINETES\COM PORTA E GAVETAS\S206632 - GABINETE NEUTRO C 6 GAV. INOX-304 - 2200X700X900MM C NICHO PARA CARRO DETRITOS TAMPO C CUBA 50X40X25 #18","MOBILIARIO","GABINETES","COM PORTA E GAVETAS","True","True","True"
"S206633","TAMPO PARA REFRIGERADOR CENTRO 1500X700","D:\2022\REFRIGERAÇÃO\TAMPO\S206633 - TAMPO PARA REFRIGERADOR CENTRO 1500X700","REFRIGERAÇÃO","TAMPO","S206633 - TAMPO PARA REFRIGERADOR CENTRO 1500X700","True","True","True"
"S206634","BANCADADE ENTRADA E SAIDA MAQ. LAVAR 304 #18 2 C60X50X33 PRAT PERF. 2100X780X900","D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S206634 - BANCADADE ENTRADA E SAIDA MAQ. LAVAR 304 #18 2 C60X50X33 PRAT PERF. 2100X780X900","MOBILIARIO","MESAS","MESA ENT. SAIDA MAQ. LAVAR","True","True","True"
"S206635","BANCADADE ENTRADA E SAIDA MAQ. LAVAR 304 #18 2 C60X50X33 PRAT PERF. 2300X780X900","D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S206635 - BANCADADE ENTRADA E SAIDA MAQ. LAVAR 304 #18 2 C60X50X33 PRAT PERF. 2300X780X900","MOBILIARIO","MESAS","MESA ENT. SAIDA MAQ. LAVAR","True","True","True"
"S206636","BANCADA DE CENTRO P APOIO DE MAQ DE LAVAR 304 #18 PRAT PERF 1000X700X900","D:\2022\MOBILIARIO\MESAS\ESPECIAIS\S206636 - BANCADA DE CENTRO P APOIO DE MAQ DE LAVAR 304 #18 PRAT PERF 1000X700X900","MOBILIARIO","MESAS","ESPECIAIS","True","True","True"
"S206637","COIFA S-FILTRO E S-ILUMINAÇÃO - INOX 304 - 900X900X450 #18","D:\2022\EXAUSTÃO\COIFAS\0-S-FILTRO S-ILUMINAÇÃO\S206637 - COIFA S-FILTRO E S-ILUMINAÇÃO - INOX 304 - 900X900X450 #18","EXAUSTÃO","COIFAS","0-S-FILTRO S-ILUMINAÇÃO","True","True","True"
"S206641","BANCADA CENTRO LP 2 PRAT LISA C RECORTE P 6 GN 1-3X100 E PRAT SOB MONT 1 ESQ 2000X400X500 - 2500X700X900","D:\2022\MOBILIARIO\MESAS\ESPECIAIS\S206641 - BANCADA CENTRO LP 2 PRAT LISA C RECORTE P 6 GN 1-3X100 E PRAT SOB MONT 1 ESQ 2000X400X500 - 2500X700X900","MOBILIARIO","MESAS","ESPECIAIS","True","True","True"
"S206642","MODULO NEUTRO L700 720MM C RECORTE PARA FOGÃO COOK TOP 560X490MM","D:\2022\COCÇÃO\LINHA PROFISSIONAL\LINHA 700\MÓDULO NEUTRO\S206642-MODULO NEUTRO L700 720MM C RECORTE PARA FOGÃO COOK TOP 560X490MM","COCÇÃO","LINHA PROFISSIONAL","LINHA 700","True","False","False"
"S206643","FILTRO FIRE GUARD - 420x900mm","D:\2022\EXAUSTÃO\COIFAS\0-ACESSORIOS\S206643 - FILTRO FIRE GUARD - 420x900mm","EXAUSTÃO","COIFAS","0-ACESSORIOS","False","False","False"
"S206645","PAINEL DA GAVETQA REFRIG. BASE DE COCÇÃO L700 430 INJETADO","D:\2022\REFRIGERAÇÃO\ACESSORIOS\S206645 - PAINEL DA GAVETQA REFRIG. BASE DE COCÇÃO L700 430 INJETADO","REFRIGERAÇÃO","ACESSORIOS","S206645 - PAINEL DA GAVETQA REFRIG. BASE DE COCÇÃO L700 430 INJETADO","True","True","True"
"S206646","ILHA CENTRAL DELIVERY 304 - 2000X1000X1750MM BANHO MARIA, RECORTE TAMPO P GN'S E CANT","D:\2022\LINHA DELIVERY\S206646 - ILHA CENTRAL DELIVERY 304 - 2000X1000X1750MM BANHO MARIA, RECORTE TAMPO P GN'S E CANT","LINHA DELIVERY","S206646 - ILHA CENTRAL DELIVERY 304 - 2000X1000X1750MM BANHO MARIA, RECORTE TAMPO P GN'S E CANT","","True","True","True"
"S206647","BANCADA DE CENTRO L PRO 304 C-2 PRAT LISA 2000X1000X900","D:\2022\MOBILIARIO\MESAS\ESPECIAIS\S206647 - BANCADA DE CENTRO L PRO 304 C-2 PRAT LISA 2000X1000X900","MOBILIARIO","MESAS","ESPECIAIS","True","True","True"
"S206650","MODULO EXPOSITOR AQUECI 2 GN 1-1 150 C PROTETOR SALIVAR RETO 700X1060X1370 C 1 CORRE BAND","D:\2022\REDES\ATACADÃO\S206650 - MODULO EXPOSITOR AQUECI 2 GN 1-1 150 C PROTETOR SALIVAR RETO 700X1060X1370 C 1 CORRE BAND","REDES","ATACADÃO","S206650 - MODULO EXPOSITOR AQUECI 2 GN 1-1 150 C PROTETOR SALIVAR RETO 700X1060X1370 C 1 CORRE BAND","True","True","True"
"S206651","MODULO EXPOSITOR AQUECI 4 GN 1-1 150 C PROTETOR SALIVAR RETO 1565X1060X1370 C 1 CORRE BAND","D:\2022\REDES\ATACADÃO\S206651 - MODULO EXPOSITOR AQUECI 4 GN 1-1 150 C PROTETOR SALIVAR RETO 1565X1060X1370 C 1 CORRE BAND","REDES","ATACADÃO","S206651 - MODULO EXPOSITOR AQUECI 4 GN 1-1 150 C PROTETOR SALIVAR RETO 1565X1060X1370 C 1 CORRE BAND","True","True","True"
"S206652","MODULO EXPOSITOR REFRI 3GN 1-1-150 C PROTETOR SALIVAR RETO 1200X1060X1370 C 1 CORRE BAND","D:\2022\REDES\ATACADÃO\S206652 - MODULO EXPOSITOR REFRI 3GN 1-1-150 C PROTETOR SALIVAR RETO 1200X1060X1370 C 1 CORRE BAND","REDES","ATACADÃO","S206652 - MODULO EXPOSITOR REFRI 3GN 1-1-150 C PROTETOR SALIVAR RETO 1200X1060X1370 C 1 CORRE BAND","True","True","True"
"S206653","MODULO EXPOSITOR NEUTRO LISO C PROTETOR SALIVAR RETO  650X1060X850 C 1 CORRE BAND","D:\2022\REDES\ATACADÃO\S206653 - MODULO EXPOSITOR NEUTRO LISO C PROTETOR SALIVAR RETO  650X1060X850 C 1 CORRE BAND","REDES","ATACADÃO","S206653 - MODULO EXPOSITOR NEUTRO LISO C PROTETOR SALIVAR RETO  650X1060X850 C 1 CORRE BAND","True","True","True"
"S206655","MESA ENC 304 CBD 60X50X33 E 520 ELE PRAT LISA 1900X700X900","D:\2022\REDES\ATACADÃO\S206655 - MESA ENC 304 CBD 60X50X33 E 520 ELE PRAT LISA 1900X700X900","REDES","ATACADÃO","S206655 - MESA ENC 304 CBD 60X50X33 E 520 ELE PRAT LISA 1900X700X900","True","True","True"
