filePath,ext,sizeBytes,sizeMB,domain,relevanceScore,keywordHits
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S159532 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS  430 2000X400X800\PROJETO\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,24115,0.023,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S159527 - PRATEL SUP LISA COBRE MONTANTES 2 PLANOS-INOXIDÁVEL -1500X400X800 MM\PROJETO\S159527 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,22677,0.022,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S159509 - PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 1800X500X500 MM\PROJETO\S159509\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23937,0.023,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S159501 - PRATEL SUP LISA SOBRE MONTATES 1 PLANO-INOXIDAVEL 1000X400X500\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,22901,0.022,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S159507 - PRAT SUP LISA MONTANTES 1600X400X500\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,25987,0.025,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153528 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-1600X400X800MM\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,22948,0.022,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153530 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-1800X400X800 MM\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,25808,0.025,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153515 - PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 2400X400X500 MM\PROJETO\S153515 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,26252,0.025,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153526 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-1400X400X800 MM\PROJETO\S153526 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,22751,0.022,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153511 - PRATELEIRA SUP LISA MONTANTES 2000X400X500\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,22716,0.022,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153509 - PRATEL SUP LISA SOBRE MONTANTES 1 PLANOI - 304 -1800X400X500\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,25957,0.025,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153504 - PRATELEIRA SUP LISA MONTANTES 1300X400X500\PROJETO\LISTA.xlsx,.xlsx,14286,0.014,movel_inox,1,
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153504 - PRATELEIRA SUP LISA MONTANTES 1300X400X500\PROJETO\S153504\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23505,0.022,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207214 - PRATELEIRA SUP SOBRE MONTANTES 01 PLANO 1800X400X800\PROJETO\S207214 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,22818,0.022,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207003 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-750X500X900 MM\PROJETO\S207003 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,26134,0.025,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207242 - PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 900X400X800 MM\PROJETO\S207242 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,22365,0.021,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207241 - PRATEL SUP LISA SOBRE MONTANTES 1 PLANO-304- 1200X400X800 MM\PROJETO\S207241 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,22359,0.021,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207353 - PRAT SUP LISA SOBRE MONT DIR 3 PL 304 1890X450X1045MM C SUP BISN\ORDEM DE PRODUÇÃO.xlsx,.xlsx,23670,0.023,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207355 - PRAT SUP LISA SOBRE MONT DIR 2 PL 304 1980X450X890MM C SUP BISN\ORDEM DE PRODUÇÃO.xlsx,.xlsx,23397,0.022,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207294 - PRAT SUP LISA SOBRE MONT ESQ 3 PL 304 1890X450X1045MM C SUP BISN\ORDEM DE PRODUÇÃO.xlsx,.xlsx,21569,0.021,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S207226 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-1650X400X800MM\ORDEM DE PRODUÇÃO.xlsx,.xlsx,22796,0.022,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S203351 - PRATEL SUP LISA SOBRE MONT 2 PL-304-1500X400X800MM C 1º PL C RECORTE PARA GN'S E HEAT LAMP ESQ\ORDEM DE PRODUÇÃO.xlsx,.xlsx,22040,0.021,movel_inox,9,ordem; producao; corte
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153503 - PRATELEIRA SUP LISA SOBRE MONTANTES 1 PLANO-304- 1200X400X500 MM\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,22929,0.022,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\SOBRE MONTANTES\S153523 - PRATEL SUP LISA SOBRE MONTANTES 2 PLANOS-304-1100X400X800 MM\ORDEM DE PRODUÇÃO.xlsx,.xlsx,22952,0.022,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\MÃO FRANCESA INVERTIDA\S207453 - PRATL SUP LISA L PRO-INOX-304  - 600X500 MM\PROJETO\S207453 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,22350,0.021,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PRATELEIRA SUPERIOR\MÃO FRANCESA INVERTIDA\S207430 - PRATL SUP LISA L PRO-INOX-304  - 700X500 MM\PROJETO\S207430 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,22350,0.021,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\PLATIBANDA\S207365 - PLATIBANDA INOX 304 C_PRAT SOBRE MONTANTES 2 PL 2300X400X800MM\ORDEM DE PRODUÇÃO.xlsx,.xlsx,21787,0.021,outros,8,ordem; producao
D:\2022\MOBILIARIO\PLATIBANDA\S207301 - PLATIBANDA LISA INOX 304 920X300X30MM\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,25923,0.025,outros,8,ordem; producao
D:\2022\MOBILIARIO\PLATIBANDA\S207358 - PLATIBANDA LISA INOX 304 600X300X30MM\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,25961,0.025,outros,8,ordem; producao
D:\2022\MOBILIARIO\ESTAÇÃO DE TRABALHO\S206435 - MODULO ESCORREDOR PARA SAIDA DE LINHA DE MONTAGEM FASTFOOD C PRATELEIRAS\PROJETO\ORDEM DE PRODUÇÃO ( PADRÃO )-.xlsx,.xlsx,25033,0.024,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\ESTAÇÃO DE TRABALHO\S206284 - ESTAÇÃO CENTRAL NEUTRA FAST FOOD 1600 X 1105 X 900 INOX 430 - TAMPO AQUECIDO 2 LADOS\PROJETO\S206284 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,233092,0.222,outros,8,ordem; producao
D:\2022\MOBILIARIO\ESTAÇÃO DE TRABALHO\S206284 - ESTAÇÃO CENTRAL NEUTRA FAST FOOD 1600 X 1105 X 900 INOX 430 - TAMPO AQUECIDO 2 LADOS\PROJETO\S206284 - LISTA DE PEÇAS.xls,.xls,75776,0.072,outros,1,
D:\2022\MOBILIARIO\ESCORREDO DE PRATOS\S207384 - ESCORREDOR DE PRATOS 430 950X350X190MM\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,23815,0.023,outros,8,ordem; producao
D:\2022\MOBILIARIO\ESCORREDO DE PRATOS\S400 ESCORREDOR DE PRATOS 430 1000MM\PROJETO\S400\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,22860,0.022,outros,8,ordem; producao
D:\2022\MOBILIARIO\LAVATÓRIO\S205921-LAVATÓRIO PARA MOP 400X400X340MM\PROJETO\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23637,0.023,lavacao,8,ordem; producao
D:\2022\MOBILIARIO\LAVATÓRIO\S203670-LAVA MOP 540X550X340 MM\PROJETO\S203670.xlsx,.xlsx,23195,0.022,lavacao,1,
D:\2022\MOBILIARIO\LAVATÓRIO\S168 - PIA DE ASSEPSIA 330X400X225MM C ACIONAMENTO DE JOELHO - PROTÓTIPO\PROJETO\S168 - LISTA DE PEÇAS.xls,.xls,44032,0.042,lavacao,1,
D:\2022\MOBILIARIO\LAVATÓRIO\S168 - PIA DE ASSEPSIA 330X400X225MM C ACIONAMENTO DE JOELHO - PROTÓTIPO\PROJETO\ORDEM DE PRODUÇÃO-S168.xlsx,.xlsx,156040,0.149,lavacao,8,ordem; producao
D:\2022\MOBILIARIO\LAVATÓRIO\ML-ASSEPSIA - PIA ASSEPSIA INOX 304 330X400X255 C ACIONAMENTO DE JOELHO\PROJETO\ML-ASSEPSIA\ML-ASSEPSIA.xlsx,.xlsx,24714,0.024,lavacao,1,
D:\2022\MOBILIARIO\LAVATÓRIO\S206057 - PIA DE ASSEPSIAC ACIONAMENTO DE JOELHO C ESP LAT 330X400X470\PROJETO\S206057\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,24096,0.023,lavacao,8,ordem; producao
D:\2022\MOBILIARIO\ARMARIOS\S206552 - ARMARIO VERTICAL FECHADO INOX 304 1000X500X1500 C 3 PRAT. INTERM\PROJETO\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,25100,0.024,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\ARMARIOS\S206552 - ARMARIO VERTICAL FECHADO INOX 304 1000X500X1500 C 3 PRAT. INTERM\PROJETO\CORTE CERTO.xlsx,.xlsx,27068,0.026,movel_inox,2,corte
D:\2022\MOBILIARIO\ARMARIOS\S206216 - ARMARIO 304 DML 3 PRAT E GANCHO P VASSOURAS - 1300x500x1800mm\PROJETO\S206216\ORDEM DE PRODUÇÃO ( PADRÃO )-.xlsx,.xlsx,24544,0.023,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\ARMARIOS\S151001- ARMARIO DML 304 -100X500X1800\PROJETO\S151001\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,25000,0.024,movel_inox,8,ordem; producao
"D:\2022\MOBILIARIO\ARMARIOS\S205439 - ARMARIO 304 P-EMBAL. E UTENS. 0,70X0,70X1,80 C3 PRAT. INTERM\PROJETO\S205439\ORDEM DE PRODUÇÃO.xlsx",.xlsx,24275,0.023,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\ARMARIOS\S205438 - ARMARIO 304 DML  3 PRAT E GANCHO P VASSOURA 700X700X1800\PROJETO\S205438\ORDEM DE PRODUÇÃO.xlsx,.xlsx,24674,0.024,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\ARMARIOS\S207016 - ARMARIO DML 500X400X1600 INOX-304 CFECHADURA E 4 PRAT. INTERMEDIARIAS #18\PROJETO\S207016 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,27508,0.026,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\PERFURADA\S206893 - BANCADA DE CENTRO TAMPO PERFURADO L PRO PRAT INF. PERF-INOX-304- 1200X700X900 MM\PROJETO\S206893 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,26376,0.025,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\MESA P FORNO COMBINADO\S207327 - BANCADA LP-304 APOIO FORNO.COM. SOLDADO-TAMPO CTO 860X700X700 C ROD\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,26364,0.025,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\MESA P FORNO COMBINADO\S206990 - BANCADA LP-304 APOIO FORNO.COMB. TAMPO CTO. 1075X800X700MM\PROJETO\S206990 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,26038,0.025,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\MESA P FORNO COMBINADO\S150305 - BANCADA DE APOIO P FORNO COMB. TAMPO CTO 900X800X700\PROJETO\S150305\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23469,0.022,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\MESA P FORNO COMBINADO\FORA DE USO - ATUALIZAR JAMERSON\S207251 - ATUALIZAR ESP\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,26740,0.026,coccao,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\MESA P FORNO COMBINADO\FORA DE USO - ATUALIZAR JAMERSON\S206891 - MESA FORNO MINI CONV  C SUP  PASSD  430   580X700X900\PROJETO\S206891 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,26709,0.025,coccao,8,ordem; producao
"D:\2022\MOBILIARIO\MESAS\COMERCIAL\CENTRO\S206874 - MESA INOX 430 0,55 X 0,70 X 0,40 M - LISA PRAT. LISA\PROJETO\S206874 - ORDEM DE PRODUÇÃO.xlsx",.xlsx,23198,0.022,movel_inox,8,ordem; producao
"D:\2022\MOBILIARIO\MESAS\COMERCIAL\CENTRO\S203844 - MESA INOX 430 1,00X0,70X0,90 - LISA PRAT. LISA\PROJETO\ORDEM DE PRODUÇÃO.xlsx",.xlsx,26167,0.025,movel_inox,8,ordem; producao
"D:\2022\MOBILIARIO\MESAS\COMERCIAL\CENTRO\S201264 - MESA INOX 430 1,90X0,70X0,90 M-LISA-PRAT.LISA\PROJETO\ORDEM DE PRODUÇÃO.xlsx",.xlsx,26181,0.025,movel_inox,8,ordem; producao
"D:\2022\MOBILIARIO\MESAS\COMERCIAL\CENTRO\S200602 - MESA INOX 430 0,65X0,70X0,90 M-LISA-PRAT.LISA\PROJETO\ORDEM DE PRODUÇÃO.xlsx",.xlsx,26154,0.025,movel_inox,8,ordem; producao
"D:\2022\MOBILIARIO\MESAS\COMERCIAL\CENTRO\S200444 - MESA INOX 430 1,50X0,70X0,90 LISA PRAT LISA\PROJETO\ORDEM DE PRODUÇÃO.xlsx",.xlsx,26183,0.025,movel_inox,8,ordem; producao
"D:\2022\MOBILIARIO\MESAS\COMERCIAL\CENTRO\S200188 - MESA INOX 430 1,20X0,70X0,90 M-LISA PRAT.LISA\PROJETO\ORDEM DE PRODUÇÃO.xlsx",.xlsx,26152,0.025,movel_inox,8,ordem; producao
"D:\2022\MOBILIARIO\MESAS\COMERCIAL\CENTRO\S200117 - MESA INOX 430 1,50X0,70X0,85 LISA PRAT. PERF\PROJETO\S200117 - ORDEM DE PRODUÇÃO.xlsx",.xlsx,22646,0.022,movel_inox,8,ordem; producao
"D:\2022\MOBILIARIO\MESAS\COMERCIAL\CENTRO\S331 - MESA INOX 430 1,50 X 0,70 X 0,85 - LISA - PRAT. LISA\PROJETO\S331 - ORDEM DE PRODUÇÃO.xlsx",.xlsx,22643,0.022,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\COMERCIAL\CENTRO\S433 - MESA 430 CENTRO PRAT LISA 1900X700X850 COM CASQUILHO\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,23078,0.022,movel_inox,8,ordem; producao
"D:\2022\MOBILIARIO\MESAS\COMERCIAL\CENTRO\S321 - MESA INOX 430 1,20 X 0,70 X 0,85 - LISA - PRAT. LISA\PROJETO (ATUALIZADO 2024)\S321 - ORDEM DE PRODUÇÃO.xlsx",.xlsx,22622,0.022,movel_inox,8,ordem; producao
"D:\2022\MOBILIARIO\MESAS\COMERCIAL\CENTRO\S311 - MESA INOX 430 1,00 X 0,70 X 0,85 - LISA - PRAT. LISA\PROJETO\ORDEM DE PRODUÇÃO.xlsx",.xlsx,26220,0.025,movel_inox,8,ordem; producao
"D:\2022\MOBILIARIO\MESAS\COMERCIAL\CENTRO\S102 - MESA INOX 430 1,90X070X0,85 LISA PRAT PERF\PROJETO\S102 - ORDEM DE PRODUÇÃO.xlsx",.xlsx,22630,0.022,movel_inox,8,ordem; producao
"D:\2022\MOBILIARIO\MESAS\COMERCIAL\CENTRO\S41 - MESA INOX 430 1,90X070X0,85 LISA PRAT LISA\PROJETO\ORDEM DE PRODUÇÃO.xlsx",.xlsx,25835,0.025,movel_inox,8,ordem; producao
"D:\2022\MOBILIARIO\MESAS\COMERCIAL\CENTRO\S11 - MESA INOX 430 0,65 X 0,70 X 0,85 - LISA PRAT. LISA\PROJETO\ORDEM DE PRODUÇÃO.xlsx",.xlsx,25864,0.025,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\BANCADA PARA PEIXES\S206565 - BANCADA PARA PEIXE 304 COM FECHO RAPIDO E TAMPO RETO 1800X100X840\PROJETO\S206565\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23790,0.023,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\TAMPO ALTILENO\S206772 - PLACA POLIETILENO 10mm 996X668X10mm PARA MESA 1000X700X900mm\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,22217,0.021,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S206635 - BANCADADE ENTRADA E SAIDA MAQ. LAVAR 304 #18 2 C60X50X33 PRAT PERF. 2300X780X900\PROJETO\S206635\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23895,0.023,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S206572 - BANCADADE ENTRADA E SAIDA MAQ. LAVAR 1400X780X850\PROJETO\S206572\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23615,0.023,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S206501 - BANCADADE ENTRADA E SAIDA MAQ. LAVAR 600X780X850\PROJETO\S206501\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23564,0.022,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S206454 - BANCADA DE ENTRADASAIDA MAQ. LAVAR 1200X770X900MM INOX-304\PROJETO\S206454 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,23722,0.023,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S206453 - BANCADA DE ENTRADASAIDA MAQ. LAVAR 900X770X900MM INOX-304\PROJETO\S206453 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,23686,0.023,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S206203 BANCADA DE ENTRADA SAIDA MAQ. LAVAR 800X780X900\PROJETO\S206203 - LISTA DE PEÇAS.xls,.xls,29184,0.028,movel_inox,1,
D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S206203 BANCADA DE ENTRADA SAIDA MAQ. LAVAR 800X780X900\PROJETO\S206203 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,78198,0.075,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S206184 BANCADA DE ENTRADA SAIDA MAQ. LAVAR 100X700X900\PROJETO\S206184 - LISTA DE PEÇAS.xls,.xls,46592,0.044,movel_inox,1,
D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S206184 BANCADA DE ENTRADA SAIDA MAQ. LAVAR 100X700X900\PROJETO\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,196799,0.188,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S206183 BANCADA DE ENTRADA SAIDA MAQ. LAVAR 1200x770x900\PROJETO\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23614,0.023,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S152073 - MESA DE ENTRADA-SAIDA MAQ LAVAR 304 1000X620X900\PROJETO\S152073\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23612,0.023,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S412 - SUPORTE PARA MAQUINA DE LAVAR NT 200 COM PRAT LISA\PROJETO\S412\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23318,0.022,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S207227 - BANCADA DE ENTRADASAIDA MAQ. LAVAR C CBD 50X40X25 - E 400 -900X780X900MM INOX-304 PRAT. LISA\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,26480,0.025,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S207438 - BANCAD ADE ENTRADASAIDA MAQ. LAVAR 1250X780X900MM INOX-304 C PRAT. PERF\PROJETO\S207438 - ORDEM  DE PRODUÇÃO.xlsx,.xlsx,21341,0.02,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S207209 - BANCADA DE ENTRADASAIDA MAQ. LAVAR -1300X780X900 MM INOX-304 PRAT. LISA\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,26276,0.025,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S207027 - BANCADA DE ENTRADASAÍDA MAQ. LAVAR 1700X620X900MM INOX-304 C CUBA 50X40X33\PROJETO\S207027 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,23015,0.022,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S206857 - BANCADA DE ENTRADASAIDA MAQ. LAVAR 1600X770X900MM INOX-304  C CBD 50X40X25\PROJETO\S206857 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,24428,0.023,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S207026 - BANCADA DE ENTRADASAÍDA MAQ. LAVAR 650X620X900MM\PROJETO\S207026 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,22889,0.022,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\MESA ENT. SAIDA MAQ. LAVAR\S206204 BANCADA LP C 1 CBD 304 50X40X25 E 380 1200X780X900 ESP TRAS LE\S206204 -LISTA DE CHAPAS.xlsx,.xlsx,14691,0.014,movel_inox,2,chapa
D:\2022\MOBILIARIO\MESAS\ESQUELETO\S201754 - BANCADA ESQUELETO DE CENTRO L PRO CONTRAV 430 - 1400X700X900\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,24336,0.023,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\ESQUELETO\S206882 - BANCADA DE ENCOSTO L PRO PRAT LISA 304-1900X670X900 MM P RECEBER TABULA DE ALTILENO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,30085,0.029,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\ESPECIAIS\S207488 - PIA 430 2000X700X850-PRAT LISA - MESA DE ENC + GAVETA + MESA CENTRO 600MM FECH. TRASEIRO + DE ENC CBD 40X34X18\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,24202,0.023,lavacao,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\ESPECIAIS\S207422 -  BANCADA DE CENTRO PRAT. INF LISA - 600X1100X900\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,22350,0.021,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\ESPECIAIS\S207306 - BANCADA DE ENCOSTO L PRO CONTRAV INOX-304 - 700X700X900 MM COM FURA PARA DETRITO\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,26467,0.025,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\ESPECIAIS\S206922 - BANCADA DE CENTRO L PRO C TAMPO INJETADO PARA PEIXE CONTRAV-INOX-304- 2000X900X900MM C ROD\PROJETO\S206922 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,24000,0.023,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\ESPECIAIS\S206780 - BANCADA DE CENTRO L PRO PRAT LPERF 201 C 2 GAVETAQS E 6 PES 2000X700X900\PROJETO\S206780\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,24938,0.024,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\ESPECIAIS\S206752- BANCADA DE CENTRO L PRO PRAT LISA 430 C RECORTE CENTRAL P 9 GN 1-6 - 1600X1000X9000\PROJETO\S206752\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23808,0.023,movel_inox,9,ordem; producao; corte
D:\2022\MOBILIARIO\MESAS\ESPECIAIS\S206535-BANCADA DE ENCOSTO L PRO CONTRAV-INOX-304- 700X640X1695 MM C PRAT. SUP. TRAY REST\PROJETO\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,24656,0.024,movel_inox,8,ordem; producao
D:\2022\MOBILIARIO\MESAS\ESPECIAIS\S206535-BANCADA DE ENCOSTO L PRO CONTRAV-INOX-304- 700X640X1695 MM C PRAT. SUP. TRAY REST\PROJETO\CORTE CERTO.xlsx,.xlsx,26481,0.025,movel_inox,2,corte
